utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
8876,Sarah,30,bye .,bye .,1,1,1,1,1,1,1,Sarah/020920.cha,1319,33.667,elmo .,regular .,glass .,bye .,you're teasing you're teasing me aren't you . bye .,three that's three . you're teasing you're teasing me aren't you . bye .
8877,Sarah,30,that (.) that one .,that that one .,3,3,3,3,3,3,3,Sarah/020920.cha,1326,33.667,path butchers num .,canada smoothie weensie .,allergic trumpets listed .,where's what ?,bye . where's what ?,you're teasing you're teasing me aren't you . bye . where's what ?
8878,Sarah,30,in dere [: there] .,in dere .,2,2,2,3,2,2,2,Sarah/020920.cha,1335,33.667,quack sleeps .,meek firetrucks .,loop that'd .,hey why are we why are we taping your voice ?,don't push any buttons . hey why are we why are we taping your voice ?,where's what ? don't push any buttons . hey why are we why are we taping your voice ?
8879,Sarah,30,hello (.) Courtney .,hello Courtney .,2,2,4,4,5,4,2,Sarah/020920.cha,1347,33.667,radator gordon .,surfer helped .,plastic could've .,say hello Courtney .,are we taping your voice for Courtney ? say hello Courtney .,why ? are we taping your voice for Courtney ? say hello Courtney .
8880,Sarah,30,hi (.) Gloria .,hi Gloria .,2,2,3,3,3,3,2,Sarah/020920.cha,1353,33.667,bam pinks .,wombat abe .,nicer gromit .,say hi Gloria .,say hello Courtney . say hi Gloria .,are we taping your voice for Courtney ? say hello Courtney . say hi Gloria .
8881,Sarah,30,xxx .,.,0,0,0,0,0,0,0,Sarah/020920.cha,1359,33.667,.,.,.,well take your fingers out_of your mouth you can't talk with your fingers in your mouth .,say hi Gloria . well take your fingers out_of your mouth you can't talk with your fingers in your mouth .,say hello Courtney . say hi Gloria . well take your fingers out_of your mouth you can't talk with your fingers in your mouth .
8882,Sarah,30,dat [: that] you (re)corder .,dat you corder .,3,3,4,4,4,4,3,Sarah/020920.cha,1363,33.667,collins knocks united .,manny dinosaur gussy .,railway roly nighties .,that's a recorder .,well take your fingers out_of your mouth you can't talk with your fingers in your mouth . that's a recorder .,say hi Gloria . well take your fingers out_of your mouth you can't talk with your fingers in your mouth . that's a recorder .
8883,Sarah,30,yyy you (.) to you .,you to you .,3,3,3,3,3,3,3,Sarah/020920.cha,1369,33.667,misty owl hoot .,soxy pers mai .,laid packs mistakes .,recorder .,that's a recorder . recorder .,well take your fingers out_of your mouth you can't talk with your fingers in your mouth . that's a recorder . recorder .
8884,Sarah,30,dere [: there] .,dere .,1,1,1,2,1,1,1,Sarah/020920.cha,1376,33.667,alright .,vi .,drills .,what ?,recorder . what ?,that's a recorder . recorder . what ?
8885,Sarah,30,I want have dose [: those] .,I want have dose .,4,4,4,6,4,4,4,Sarah/020920.cha,1382,33.667,grandad's otoscope pound it'll .,linda glacier patosaurus smoked .,fairygodmother greenjeans ticky pizz .,yes would you like to have one of those ?,what ? yes would you like to have one of those ?,recorder . what ? yes would you like to have one of those ?
8886,Sarah,30,I want have dose [: those] .,I want have dose .,4,4,4,6,4,4,4,Sarah/020920.cha,1388,33.667,ices teasing but popup .,henna cupboard glorious ghing .,catches hava adele's capes .,tell Daddy .,yes would you like to have one of those ? tell Daddy .,what ? yes would you like to have one of those ? tell Daddy .
8887,Sarah,30,yeah (.) my birth (.) day .,yeah my birth day .,4,4,4,4,4,4,4,Sarah/020920.cha,1394,33.667,collage watching jamie jingle .,ovens zzzzz banish backed .,ook climbers deny gotchu .,for your birthday .,tell Daddy . for your birthday .,yes would you like to have one of those ? tell Daddy . for your birthday .
8888,Sarah,30,too old .,too old .,2,2,2,2,2,2,2,Sarah/020920.cha,1400,33.667,piano's fortunately .,tog alphabetter .,homes free .,how old will you be on your next birthday ?,for your birthday . how old will you be on your next birthday ?,tell Daddy . for your birthday . how old will you be on your next birthday ?
8889,Sarah,30,<no (.) I got old> [?] .,no I got old .,4,5,4,4,4,4,4,Sarah/020920.cha,1413,33.667,whoa dome cupped sneezy [?] .,bomb cockershells alphabites crunching [?] .,hogs up gain armor [?] .,Daddy's getting old uhhuh .,Daddy'll be too old on his next birthday . Daddy's getting old uhhuh .,you'll be too old . Daddy'll be too old on his next birthday . Daddy's getting old uhhuh .
8890,Sarah,30,I got old .,I got old .,3,4,3,3,3,3,3,Sarah/020920.cha,1422,33.667,tum snowmen packed .,rinny's desert responsibility .,sixty splashy tower .,how old .,do you think so ? how old .,Daddy's getting old uhhuh . do you think so ? how old .
8891,Sarah,30,two .,two .,1,1,1,1,1,1,1,Sarah/020920.cha,1428,33.667,bit .,napping .,flies .,how old are you ?,how old . how old are you ?,do you think so ? how old . how old are you ?
8892,Sarah,30,my next birth (.) day .,my next birth day .,4,4,4,4,4,4,4,Sarah/020920.cha,1438,33.667,vehicle marker gardening bleep .,pickles brumm's jewelry hippopot .,ginggo pointy scrambled gertrude .,well how old will you be on your next next birthday ?,you're oh two ? well how old will you be on your next next birthday ?,how old are you ? you're oh two ? well how old will you be on your next next birthday ?
8893,Sarah,30,I want three .,I want three .,3,3,3,3,3,3,3,Sarah/020920.cha,1450,33.667,flik twisty sneakers .,hudson leana arizona .,rms krist call .,three !,how many ? three !,how many ? how many ? three !
8894,Sarah,30,beek@c .,beek .,1,1,1,1,1,1,1,Sarah/020920.cha,1459,33.667,beat .,petals .,kidney .,who you gonna invite to your birthday party ?,three you'll have three candles on your cake . who you gonna invite to your birthday party ?,three ! three you'll have three candles on your cake . who you gonna invite to your birthday party ?
8895,Sarah,30,me .,me .,1,1,1,1,1,1,1,Sarah/020920.cha,1468,33.667,sorting .,wooly .,lefted .,who gonna be at your party ?,who you gonna invite ? who gonna be at your party ?,who you gonna invite to your birthday party ? who you gonna invite ? who gonna be at your party ?
8896,Sarah,30,no (.) me .,no me .,2,2,2,2,2,2,2,Sarah/020920.cha,1474,33.667,although co .,punished cheerful .,button handkerchiefs .,me ?,who gonna be at your party ? me ?,who you gonna invite ? who gonna be at your party ? me ?
8897,Sarah,30,me .,me .,1,1,1,1,1,1,1,Sarah/020920.cha,1486,33.667,ape .,allibunny .,poisony .,who's gonna eat your cake with you ?,who else ? who's gonna eat your cake with you ?,alright you . who else ? who's gonna eat your cake with you ?
8898,Sarah,30,happy <to you> [/] (.) to you .,happy to you to you .,5,3,6,6,6,6,5,Sarah/020920.cha,1495,33.667,watched crop cans salad runned .,matey ugboat bert learn dotty .,scrubba timothy u thirteen exploring .,let me hear you sing happy birthday to you .,oh you gonna eat the whole cake all by yourself . let me hear you sing happy birthday to you .,who's gonna eat your cake with you ? oh you gonna eat the whole cake all by yourself . let me hear you sing happy birthday to you .
8899,Sarah,30,you go my birthday .,you go my birthday .,4,4,5,5,6,5,4,Sarah/020920.cha,1498,33.667,rapunzil veena's hook museum .,south buckle fifth pushpa .,lobo vacuumed playso schoolses .,let me hear you sing happy birthday to you .,oh you gonna eat the whole cake all by yourself . let me hear you sing happy birthday to you .,who's gonna eat your cake with you ? oh you gonna eat the whole cake all by yourself . let me hear you sing happy birthday to you .
8900,Sarah,30,happy <to you> [/] (.) to you .,happy to you to you .,5,3,6,6,6,6,5,Sarah/020920.cha,1505,33.667,transmitters dolphin traintrack otoscope wondering .,crunch smokestack cainie's baths california .,glad ornament eeny yeow pingu .,happy birthday sing it nice .,let me hear you sing happy birthday to you . happy birthday sing it nice .,oh you gonna eat the whole cake all by yourself . let me hear you sing happy birthday to you . happy birthday sing it nice .
8901,Sarah,30,you go mo(n)key to you .,you go mo key to you .,6,5,6,6,6,6,6,Sarah/020920.cha,1508,33.667,scribble ooh thermos woe kangaroos mom .,clack topsy bleh bity plowing reach .,scratches tony paperclips snowballs bakers add .,happy birthday sing it nice .,let me hear you sing happy birthday to you . happy birthday sing it nice .,oh you gonna eat the whole cake all by yourself . let me hear you sing happy birthday to you . happy birthday sing it nice .
8902,Sarah,30,to you .,to you .,2,2,2,2,2,2,2,Sarah/020920.cha,1518,33.667,squash wiggles .,squeal kindergarten .,vuh net .,happy birthday to you .,you're forgetting the word birthday . happy birthday to you .,happy birthday sing it nice . you're forgetting the word birthday . happy birthday to you .
8903,Sarah,30,to you .,to you .,2,2,2,2,2,2,2,Sarah/020920.cha,1524,33.667,snowflake sky's .,wolf edward .,crabs gravel .,happy birthday to you .,happy birthday to you . happy birthday to you .,you're forgetting the word birthday . happy birthday to you . happy birthday to you .
8904,Sarah,30,hit you again .,hit you again .,3,3,4,4,4,4,3,Sarah/020920.cha,1533,33.667,rays toper grape .,throwup mrs hanging .,kenorty jacques kittys .,what'd you hit me for ?,happy birth . what'd you hit me for ?,happy birthday to you . happy birth . what'd you hit me for ?
8905,Sarah,30,knock_knock@o .,knock_knock .,2,1,2,2,2,2,2,Sarah/020920.cha,1554,33.667,mess wall .,pounding crummy .,linette dustman .,knock .,show em how show Daddy how . knock .,knock_knock ? show em how show Daddy how . knock .
8906,Sarah,30,who is it ?,who is it ?,3,3,3,3,3,3,3,Sarah/020920.cha,1560,33.667,from dress eyeb ?,quack noculars newts ?,grampa fish chess ?,look in .,knock . look in .,show em how show Daddy how . knock . look in .
8907,Sarah,30,me .,me .,1,1,1,1,1,1,1,Sarah/020920.cha,1563,33.667,tickets .,racing .,hartford .,look in .,knock . look in .,show em how show Daddy how . knock . look in .
8908,Sarah,30,here .,here .,1,1,1,2,1,1,1,Sarah/020920.cha,1573,33.667,danced .,paste .,concert .,look in where do you look in ?,look in . look in where do you look in ?,look in . look in . look in where do you look in ?
8909,Sarah,30,lift a latch .,lift a latch .,3,3,3,3,3,3,3,Sarah/020920.cha,1580,33.667,manner curl stay .,leash nummy chimneystack .,louder facing heart .,lift up the latch .,look in where do you look in ? lift up the latch .,look in . look in where do you look in ? lift up the latch .
8910,Sarah,30,latch .,latch .,1,1,1,1,1,1,1,Sarah/020920.cha,1593,33.667,pedals .,might .,thought .,lift up the latch .,his nose his nose is the latch . lift up the latch .,lift up the latch . his nose his nose is the latch . lift up the latch .
8911,Sarah,30,in .,in .,1,1,1,1,1,1,1,Sarah/020920.cha,1599,33.667,gherkin .,easel .,saying .,and walk in .,lift up the latch . and walk in .,his nose his nose is the latch . lift up the latch . and walk in .
8912,Sarah,30,he bite me .,he bite me .,3,3,3,4,3,3,3,Sarah/020920.cha,1603,33.667,sol steam owwow .,bases muddled peculiar .,breadsticks teapot chloe .,and walk in .,lift up the latch . and walk in .,his nose his nose is the latch . lift up the latch . and walk in .
8913,Sarah,30,yes .,yes .,1,1,1,1,1,1,1,Sarah/020920.cha,1619,33.667,gate .,bocka .,interested .,I won't let you .,wanna bite my finger do you ? I won't let you .,is he gonna bite you ? wanna bite my finger do you ? I won't let you .
8914,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1625,33.667,eioh .,lifted .,final .,why won't I because you hurt me right ?,I won't let you . why won't I because you hurt me right ?,wanna bite my finger do you ? I won't let you . why won't I because you hurt me right ?
8915,Sarah,30,Mummy .,Mummy .,1,1,2,2,2,2,1,Sarah/020920.cha,1632,33.667,crumpled .,dividing .,superball .,don't be fresh don't forget Mummy's in there .,why won't I because you hurt me right ? don't be fresh don't forget Mummy's in there .,I won't let you . why won't I because you hurt me right ? don't be fresh don't forget Mummy's in there .
8916,Sarah,30,Mummy .,Mummy .,1,1,2,2,2,2,1,Sarah/020920.cha,1636,33.667,marie .,freesof .,cats .,don't be fresh don't forget Mummy's in there .,why won't I because you hurt me right ? don't be fresh don't forget Mummy's in there .,I won't let you . why won't I because you hurt me right ? don't be fresh don't forget Mummy's in there .
8917,Sarah,30,Mummy .,Mummy .,1,1,2,2,2,2,1,Sarah/020920.cha,1640,33.667,semolina .,teach .,barbecues .,don't be fresh don't forget Mummy's in there .,why won't I because you hurt me right ? don't be fresh don't forget Mummy's in there .,I won't let you . why won't I because you hurt me right ? don't be fresh don't forget Mummy's in there .
8918,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1646,33.667,jam .,ana .,room .,is Nana with Mummy tonight ?,don't be fresh don't forget Mummy's in there . is Nana with Mummy tonight ?,why won't I because you hurt me right ? don't be fresh don't forget Mummy's in there . is Nana with Mummy tonight ?
8919,Sarah,30,mm Mo(mm)y .,mm Mo y .,3,2,3,3,3,3,3,Sarah/020920.cha,1652,33.667,stocking cousin se .,answered eggs ringin .,kettle cities moore .,where's Nana ?,is Nana with Mummy tonight ? where's Nana ?,don't be fresh don't forget Mummy's in there . is Nana with Mummy tonight ? where's Nana ?
8920,Sarah,30,I want my pants on .,I want my pants on .,5,5,5,5,5,5,5,Sarah/020920.cha,1664,33.667,ladies arctic clap ere wooden .,percy's chee cookout mouse flower's .,sneezes jasmin arrow foot choking .,what do you want ?,where's Dot ? what do you want ?,where's Nana ? where's Dot ? what do you want ?
8921,Sarah,30,you dress myself .,you dress myself .,3,3,4,4,3,4,3,Sarah/020920.cha,1676,33.667,lynx na bin .,lied bes niled .,chickie stacking mummys .,dress yourself .,can't you dress yourself ? dress yourself .,alright fix them . can't you dress yourself ? dress yourself .
8922,Sarah,30,you dress me .,you dress me .,3,3,3,3,3,3,3,Sarah/020920.cha,1683,33.667,keys construction nice .,harmonica's staples able .,dingding wiggily pen .,huh ?,dress yourself . huh ?,can't you dress yourself ? dress yourself . huh ?
8923,Sarah,30,you dress myself .,you dress myself .,3,3,4,4,3,4,3,Sarah/020920.cha,1689,33.667,as ambu wiggles .,strollers move draws .,kitchen velvet armadillo .,what ?,huh ? what ?,dress yourself . huh ? what ?
8924,Sarah,30,you dress myself .,you dress myself .,3,3,4,4,3,4,3,Sarah/020920.cha,1699,33.667,footsteps chased blisters .,stem pippa buckled .,spi bonnets oatie .,what do you want me to do ?,do what ? what do you want me to do ?,what ? do what ? what do you want me to do ?
8925,Sarah,30,you dress my .,you dress my .,3,3,3,3,3,3,3,Sarah/020920.cha,1705,33.667,unlock racing off .,manuminy drugstore direction .,cries robie dap .,what ?,what do you want me to do ? what ?,do what ? what do you want me to do ? what ?
8926,Sarah,30,pull me on a &~p .,pull me on a .,4,4,4,4,4,4,4,Sarah/020920.cha,1711,33.667,ruff ellie's blueberry's pages .,searching kix curit oops .,uebe ambulance fraidy wearing .,pull up your what ?,what ? pull up your what ?,what do you want me to do ? what ? pull up your what ?
8927,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1717,33.667,deep .,donna .,sss .,what're you trying to do pull your pants down ?,pull up your what ? what're you trying to do pull your pants down ?,what ? pull up your what ? what're you trying to do pull your pants down ?
8928,Sarah,30,xxx &~p .,.,0,0,0,0,0,0,0,Sarah/020920.cha,1724,33.667,.,.,.,what ?,what're you trying to do pull your pants down ? what ?,pull up your what ? what're you trying to do pull your pants down ? what ?
8929,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1734,33.667,gwen .,matilda .,kiku .,well say no .,are you tired ? well say no .,pull your pants up ? are you tired ? well say no .
8930,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1741,33.667,snoopy .,pediatric .,vow .,come over here .,well say no . come over here .,are you tired ? well say no . come over here .
8931,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1747,33.667,tu .,prick .,los .,I think we're heading for bed .,come over here . I think we're heading for bed .,well say no . come over here . I think we're heading for bed .
8932,Sarah,30,want a spanking ?,want a spanking ?,3,3,4,4,4,4,3,Sarah/020920.cha,1756,33.667,maps dime pushed ?,nd bump brang ?,strangers quiz springtime ?,want a spanking ?,yes . want a spanking ?,I think we're heading for bed . yes . want a spanking ?
8933,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1763,33.667,fiddle .,stretch .,nibbled .,no .,want a spanking ? no .,yes . want a spanking ? no .
8934,Sarah,30,kitty (.) a kitty .,kitty a kitty .,3,3,5,5,5,5,3,Sarah/020920.cha,1769,33.667,pi pilchard hamburger .,matt's thirsty rollercoaster .,basicles tessy centipede .,no where'd you get that from ?,no . no where'd you get that from ?,want a spanking ? no . no where'd you get that from ?
8935,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1781,33.667,bird .,sixtee .,lifejackets .,is it Mike did Mike tell you that ?,that doesn't sound like a kitty . is it Mike did Mike tell you that ?,kitty told you that ? that doesn't sound like a kitty . is it Mike did Mike tell you that ?
8936,Sarah,30,out (.) he all_gone .,out he all_gone .,4,3,4,5,4,4,4,Sarah/020920.cha,1787,33.667,bill zucchini you's slipping .,worrying shoulder valve ancer .,person opp squishing hairbrush .,what happened to Mike ?,is it Mike did Mike tell you that ? what happened to Mike ?,that doesn't sound like a kitty . is it Mike did Mike tell you that ? what happened to Mike ?
8937,Sarah,30,he went (.) all fall down .,he went all fall down .,5,6,5,5,5,5,5,Sarah/020920.cha,1796,33.667,mak comed playhouse junction tee .,puncture typing gold past kating .,states mcduff medium calpol wite .,where did he go ?,I know but what happened to poor Mike ? where did he go ?,what happened to Mike ? I know but what happened to poor Mike ? where did he go ?
8938,Sarah,30,I wash my hands .,I wash my hands .,4,4,4,4,4,4,4,Sarah/020920.cha,1807,33.667,safely yellowy dirty opener .,nannie stood crossed hippopot .,caetano jasper clicky porthole .,where are you going ?,you gonna sing another song ? where are you going ?,where did he go ? you gonna sing another song ? where are you going ?
8939,Sarah,30,a dishes .,a dishes .,2,2,3,3,3,3,2,Sarah/020920.cha,1814,33.667,keeping samn .,ax golf .,cafeteria gain .,wash your hands why ?,where are you going ? wash your hands why ?,you gonna sing another song ? where are you going ? wash your hands why ?
8940,Sarah,30,a dishes .,a dishes .,2,2,3,3,3,3,2,Sarah/020920.cha,1820,33.667,perc sorted .,getting sy .,upstairs laa .,what ?,wash your hands why ? what ?,where are you going ? wash your hands why ? what ?
8941,Sarah,30,I got Tony pony .,I got Tony pony .,4,5,6,6,6,6,4,Sarah/020920.cha,1829,33.667,puffin measuring needta nowhere .,kennedy lets trouble chute .,invited portrait sposta trump .,who you riding on ?,you what ? who you riding on ?,what ? you what ? who you riding on ?
8942,Sarah,30,Tony pony .,Tony pony .,2,2,4,4,4,4,2,Sarah/020920.cha,1836,33.667,bag bobs .,spider's peculiar .,cow's gee .,Tony the what ?,who you riding on ? Tony the what ?,you what ? who you riding on ? Tony the what ?
8943,Sarah,30,xxx .,.,0,0,0,0,0,0,0,Sarah/020920.cha,1842,33.667,.,.,.,Tony the pony !,Tony the what ? Tony the pony !,who you riding on ? Tony the what ? Tony the pony !
8944,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1853,33.667,balls .,peacock .,dies .,do you like Blanche ?,she'll come up and beat me up . do you like Blanche ?,oh do you wanna wake Blanche up ? she'll come up and beat me up . do you like Blanche ?
8945,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,1859,33.667,fitting .,picture's .,oink .,yes you do .,do you like Blanche ? yes you do .,she'll come up and beat me up . do you like Blanche ? yes you do .
8946,Sarah,30,yeah !,yeah !,1,1,1,1,1,1,1,Sarah/020920.cha,1868,33.667,arms !,vow !,un !,you don't ride Tony the pony very much uhhuh .,Blanche gave you macaroni tonight . you don't ride Tony the pony very much uhhuh .,yes you do . Blanche gave you macaroni tonight . you don't ride Tony the pony very much uhhuh .
8947,Sarah,30,you on that (.) hey .,you on that hey .,4,4,4,4,4,4,4,Sarah/020920.cha,1871,33.667,thrown hamburger toto parachute .,dig tahini clipsy tootsie .,steamed gate teeny magnet .,you don't ride Tony the pony very much uhhuh .,Blanche gave you macaroni tonight . you don't ride Tony the pony very much uhhuh .,yes you do . Blanche gave you macaroni tonight . you don't ride Tony the pony very much uhhuh .
8948,Sarah,30,you on that (.) hey .,you on that hey .,4,4,4,4,4,4,4,Sarah/020920.cha,1874,33.667,texas sailor dropping wollaton .,watermelon soaka pete life .,drybone's patch paula cockadoo .,you don't ride Tony the pony very much uhhuh .,Blanche gave you macaroni tonight . you don't ride Tony the pony very much uhhuh .,yes you do . Blanche gave you macaroni tonight . you don't ride Tony the pony very much uhhuh .
8949,Sarah,30,you on that .,you on that .,3,3,3,3,3,3,3,Sarah/020920.cha,1880,33.667,turns kenel blows .,trashed draws stuffed .,gwen boose stretcher .,what ?,you don't ride Tony the pony very much uhhuh . what ?,Blanche gave you macaroni tonight . you don't ride Tony the pony very much uhhuh . what ?
8950,Sarah,30,xxx .,.,0,0,0,0,0,0,0,Sarah/020920.cha,1886,33.667,.,.,.,you want me to sit on it ?,what ? you want me to sit on it ?,you don't ride Tony the pony very much uhhuh . what ? you want me to sit on it ?
8951,Sarah,30,no (.) you (.) sit dere [: there] .,no you sit dere .,4,4,4,5,4,4,4,Sarah/020920.cha,1893,33.667,rash fred noel phone .,stroller's animal's sneezing electricity .,sweeties balloon welly calf .,you told me to sit on it,I gonna sit on it . you told me to sit on it,you want me to sit on it ? I gonna sit on it . you told me to sit on it
8952,Sarah,30,we go shopping .,we go shopping .,3,3,4,4,4,4,3,Sarah/020920.cha,1905,33.667,bread megan sirens .,ichabod turn manuela's .,plugs daddiji's lassie .,where we going ?,let's go . where we going ?,oh you're gonna give me a ride . let's go . where we going ?
8953,Sarah,30,milk .,milk .,1,1,1,1,1,1,1,Sarah/020920.cha,1912,33.667,spinning .,frighten .,monster's .,we're going shopping what're we gonna buy ?,where we going ? we're going shopping what're we gonna buy ?,let's go . where we going ? we're going shopping what're we gonna buy ?
8954,Sarah,30,two .,two .,1,1,1,1,1,1,1,Sarah/020920.cha,1927,33.667,corn .,rhona .,blossoms .,how much money you want ?,got enough money ? how much money you want ?,got enough money ? got enough money ? how much money you want ?
8955,Sarah,30,I want two pennies .,I want two pennies .,4,4,5,5,5,5,4,Sarah/020920.cha,1933,33.667,otherwise rug z gnu .,sally's hisself ear dolce .,gonk polies dudley toddler's .,two what ?,how much money you want ? two what ?,got enough money ? how much money you want ? two what ?
8956,Sarah,30,I want .,I want .,2,2,2,2,2,2,2,Sarah/020920.cha,1942,33.667,cinema mammoth .,teacups bottom .,rope peters .,what store do you go to ?,and you're gonna buy milk with two pennies ? what store do you go to ?,two what ? and you're gonna buy milk with two pennies ? what store do you go to ?
8957,Sarah,30,xxx milk .,milk .,1,1,1,1,1,1,1,Sarah/020920.cha,1951,33.667,julie .,build .,disturbing .,what store ?,do you know what store Daddy works at ? what store ?,what store do you go to ? do you know what store Daddy works at ? what store ?
8958,Sarah,30,milk .,milk .,1,1,1,1,1,1,1,Sarah/020920.cha,1957,33.667,oop .,worn .,kerplunk .,what store do I work at ?,what store ? what store do I work at ?,do you know what store Daddy works at ? what store ? what store do I work at ?
8959,Sarah,30,milk .,milk .,1,1,1,1,1,1,1,Sarah/020920.cha,1966,33.667,supermarket .,margory .,trophy .,what else you gonna buy ?,do I work in the A_and_P ? what else you gonna buy ?,what store do I work at ? do I work in the A_and_P ? what else you gonna buy ?
8960,Sarah,30,shopping .,shopping .,1,1,2,2,2,2,1,Sarah/020920.cha,1972,33.667,quarters .,this .,serves .,and what else ?,what else you gonna buy ? and what else ?,do I work in the A_and_P ? what else you gonna buy ? and what else ?
8961,Sarah,30,bread .,bread .,1,1,1,1,1,1,1,Sarah/020920.cha,1978,33.667,butterfly .,miss .,hatch .,bread ?,and what else ? bread ?,what else you gonna buy ? and what else ? bread ?
8962,Sarah,30,&-um yyy .,.,0,0,0,0,0,0,0,Sarah/020920.cha,1990,33.667,.,.,.,what kind of candy would you buy ?,gonna buy any candy ? what kind of candy would you buy ?,bread . gonna buy any candy ? what kind of candy would you buy ?
8963,Sarah,30,xxx Putnam_Avenue .,Putnam_Avenue .,2,1,4,5,4,4,2,Sarah/020920.cha,1995,33.667,film ex .,sunshine hopbang .,riddler growl .,huh ?,what kind of candy would you buy ? huh ?,gonna buy any candy ? what kind of candy would you buy ? huh ?
8964,Sarah,30,xxx Putnam_Avenue .,Putnam_Avenue .,2,1,4,5,4,4,2,Sarah/020920.cha,2001,33.667,jeanine n .,til hickory .,firemen messpot .,what ?,huh ? what ?,what kind of candy would you buy ? huh ? what ?
8965,Sarah,30,me .,me .,1,1,1,1,1,1,1,Sarah/020920.cha,2007,33.667,pajama .,jackson .,cluack .,what_about Putnam_Avenue ?,what ? what_about Putnam_Avenue ?,huh ? what ? what_about Putnam_Avenue ?
8966,Sarah,30,Putnam_Avenue .,Putnam_Avenue .,2,1,4,5,4,4,2,Sarah/020920.cha,2016,33.667,diver woman .,prettiest littles .,locking slips .,that's where she lives where do you live ?,what_about it ? that's where she lives where do you live ?,what_about Putnam_Avenue ? what_about it ? that's where she lives where do you live ?
8967,Sarah,30,one .,one .,1,1,1,1,1,1,1,Sarah/020920.cha,2022,33.667,happily .,waterfalls .,law .,what number ?,that's where she lives where do you live ? what number ?,what_about it ? that's where she lives where do you live ? what number ?
8968,Sarah,30,two .,two .,1,1,1,1,1,1,1,Sarah/020920.cha,2028,33.667,chusetts .,deuce .,cub's .,what number ?,what number ? what number ?,that's where she lives where do you live ? what number ? what number ?
8969,Sarah,30,nickel .,nickel .,1,1,2,2,2,2,1,Sarah/020920.cha,2034,33.667,sledge .,carwashed .,snuffy .,what do you call that ?,what number ? what do you call that ?,what number ? what number ? what do you call that ?
8970,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,2043,33.667,lid .,frilly .,marx .,is it a quarter ?,that's not a nickel that's bigger than a nickel uhhuh . is it a quarter ?,what do you call that ? that's not a nickel that's bigger than a nickel uhhuh . is it a quarter ?
8971,Sarah,30,no .,no .,1,1,1,1,1,1,1,Sarah/020920.cha,2052,33.667,awesome .,yippie .,hummus .,a dime ?,what is it ? a dime ?,is it a quarter ? what is it ? a dime ?
8972,Sarah,30,a nickel .,a nickel .,2,2,3,3,3,3,2,Sarah/020920.cha,2058,33.667,climp tank .,alice's ip .,hee jade's .,a nickel ?,a dime ? a nickel ?,what is it ? a dime ? a nickel ?
8973,Sarah,30,oh .,oh .,1,1,1,1,1,1,1,Sarah/020920.cha,2064,33.667,bozo .,woop .,losing .,no it's a quarter .,a nickel ? no it's a quarter .,a dime ? a nickel ? no it's a quarter .
8974,Sarah,30,I bus you okay .,I bus you okay .,4,4,5,5,6,5,4,Sarah/020920.cha,2067,33.667,dust scones whee mieow .,lengths sculptures brighams steamed .,spinners dreadlocks dumper mopping .,no it's a quarter .,a nickel ? no it's a quarter .,a dime ? a nickel ? no it's a quarter .
8975,Sarah,30,you on Tony [/] Tony .,you on Tony Tony .,4,3,6,6,6,6,4,Sarah/020920.cha,2070,33.667,mama's broked prizes bibbie .,fie betsy birdcage cuse .,bedrooms almonds floppy's draw .,no it's a quarter .,a nickel ? no it's a quarter .,a dime ? a nickel ? no it's a quarter .
8976,Sarah,30,Tony [/] Tony .,Tony Tony .,2,1,4,4,4,4,2,Sarah/020920.cha,2079,33.667,tap goldilock .,inviting settled .,rifle dinnertime .,Tony the what ?,want me to get on Tony ? Tony the what ?,no it's a quarter . want me to get on Tony ? Tony the what ?
8977,Sarah,30,no (.) my money .,no my money .,3,3,4,4,5,4,3,Sarah/020920.cha,2092,33.667,fuel closet spilled .,anyplace grumbled waggers .,tool eyebrow tele .,can I have my money back ?,I call him Tony the pony . can I have my money back ?,Tony Tony ? I call him Tony the pony . can I have my money back ?
8978,Sarah,30,two .,two .,1,1,1,1,1,1,1,Sarah/020920.cha,2101,33.667,child .,marigold .,panic .,you got money hidden under there have you how much ?,your money ? you got money hidden under there have you how much ?,can I have my money back ? your money ? you got money hidden under there have you how much ?
8979,Sarah,30,two .,two .,1,1,1,1,1,1,1,Sarah/020920.cha,2110,33.667,snatch .,crib .,stabilized .,let me see how much money you have how much ?,two what ? let me see how much money you have how much ?,you got money hidden under there have you how much ? two what ? let me see how much money you have how much ?
